channel1,channel2,state
691,691,tensed
665,669,tensed
634,643,tensed
630,633,tensed
648,642,tensed
667,656,tensed
659,653,tensed
622,628,tensed
593,605,tensed
604,602,tensed
599,598,tensed
584,588,tensed
577,579,tensed
570,569,tensed
571,567,tensed
586,577,tensed
606,593,tensed
591,584,tensed
577,575,tensed
556,557,tensed
534,537,tensed
534,531,tensed
519,519,tensed
505,504,tensed
484,488,tensed
492,492,tensed
523,511,tensed
534,522,tensed
516,514,tensed
503,504,tensed
470,480,tensed
437,450,tensed
412,422,tensed
394,401,tensed
414,412,tensed
441,428,tensed
421,417,tensed
323,348,tensed
236,272,tensed
185,216,tensed
150,170,tensed
114,132,tensed
80,98,tensed
73,85,tensed
124,112,tensed
176,153,tensed
207,182,tensed
147,153,tensed
85,108,tensed
63,80,tensed
62,67,tensed
9,31,tensed
4,16,tensed
4,10,tensed
4,7,tensed
4,5,tensed
5,5,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,3,tensed
4,3,tensed
3,4,tensed
4,4,tensed
4,3,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
4,4,tensed
3,4,tensed
3,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
4,3,tensed
3,3,tensed
3,3,tensed
4,3,tensed
4,4,tensed
3,3,tensed
4,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
4,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
4,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
2,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
2,2,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
2,2,tensed
3,2,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
2,2,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
2,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,2,tensed
3,3,tensed
3,3,tensed
3,3,tensed
3,2,tensed
3,3,tensed
3,2,tensed
